all                  ==> all : 0.466896            accordance : 0.466896     with : 0.066207          
letztendlich         ==> ultimate : 0.285399       surely : 0.285399         goal : 0.285399          
zurück              ==> sphere : 0.111931         re : 0.111931             put : 0.111931           
kurzum               ==> the : 0.139102            short : 0.139102          one : 0.139102           
werde                ==> has : 0.58054             shall : 0.41946           suggested : 5.47222e-74  
lappland             ==> them : 0.165118           there : 0.165118          support : 0.165118       
gemeinschaftlicher   ==> some : 0.167089           reservation : 0.167089    effectiveness : 0.167089 
wenige               ==> should : 0.2              make : 0.2                just : 0.2               
ihnen                ==> a : 0.465958              for : 0.326803            them : 0.207239          
arbeitnehmer         ==> workers : 0.109586        rights : 0.109586         on : 0.109586            
richtig              ==> the : 0.626364            may : 0.0331323           reflect : 0.0331323      
unkontrollierte      ==> uncontrolled : 0.226762   migration : 0.226762      given : 0.226762         
hervorragend         ==> was : 0.224416            thought : 0.224416        that : 0.224416          
gerade               ==> who : 0.0750616           which : 0.0750616         under : 0.0750616        
zustimmen            ==> in : 0.357525             favour : 0.357525         of : 0.123626            
hatten               ==> speak : 0.215275          see : 0.215275            did : 0.215275           
letzten              ==> s : 0.541178              of : 0.424816             last : 0.0340062         
einmal               ==> s : 0.751522              debating : 0.0828259      again : 0.0828259        
partei               ==> was : 0.111111            policies : 0.111111       party : 0.111111         
aspekten             ==> form : 0.578136           to : 0.188351             the : 0.155376           
fall                 ==> case : 0.824561           they : 0.0370964          reconsider : 0.0370964   
kann                 ==> of : 0.534053             on : 0.289537             the : 0.176409           
prioritäten         ==> their : 0.166667          set : 0.166667            purpose : 0.166667       
entsprechende        ==> vast : 0.162821           send : 0.162821           message : 0.162821       
rechtsvorschriften   ==> small : 0.129202          legislation : 0.129202    large : 0.129202         
straßburger         ==> parliament : 0.174258     buildings : 0.174258      there : 0.0871288        
regierungen          ==> regulation : 0.12019      observed : 0.12019        governments : 0.12019    
Änderungsvorschläge ==> amendments : 0.527214     for : 0.472786            sitting : 7.11634e-196   
worden               ==> has : 0.713975            been : 0.286025           about : 8.97954e-181     
die                  ==> the : 1                   is : 1.16458e-130         of : 2.53256e-133        
ausführungen        ==> so : 0.158694             regional : 0.158694       priority : 0.158694      
untergebracht        ==> within : 0.0769231        who : 0.0769231           these : 0.0769231        
angleichung          ==> requirements : 0.205919   with : 0.205919           harmonisation : 0.10296  
effizienz            ==> about : 0.769693          come : 0.0256107          optimum : 0.0256107      
haben                ==> have : 0.884119           this : 0.115881           with : 3.56494e-16       
mitzuwirken          ==> in : 0.178243             their : 0.0953718         results : 0.0953718      
reich                ==> widen : 0.142857          we : 0.142857             seen : 0.142857          
arbeitsplan          ==> agenda : 0.316253         was : 0.105418            thus : 0.105418          
gut                  ==> supports : 0.3745         good : 0.3745             very : 0.250999          
evp                  ==> unanimous : 0.115551      that : 0.115551           ppe : 0.115551           
luftqualität        ==> were : 0.10927            test : 0.10927            quality : 0.10927        
sogar                ==> in : 0.231961             risk : 0.1395             military : 0.1395        
laut                 ==> should : 0.282504         loud : 0.282504           capable : 0.282504       
dienste              ==> pass : 0.2                will : 0.2                on : 0.2                 
dafür               ==> favour : 0.532877         and : 0.249494            for : 0.152419           
beantragt            ==> off : 0.240545            taken : 0.240545          that : 0.239242          
kontrollieren        ==> these : 0.0909091         which : 0.0909091         we : 0.0909091           
weiterer             ==> very : 0.135359           sadly : 0.135359          recognition : 0.135359   
fehlen               ==> when : 0.125686           services : 0.125686       public : 0.125686        
hinweis              ==> point : 0.316007          mention : 0.316007        final : 0.316007         
eingereichten        ==> unanimously : 0.103838    tabled : 0.103838         relate : 0.103838        
weiterentwickeln     ==> need : 0.166667           have : 0.166667           further : 0.166667       
dienen               ==> not : 0.111151            itself : 0.111151         improve : 0.111151       
mangelt              ==> within : 0.166667         transparent : 0.166667    too : 0.166667           
einstreichen         ==> profit : 0.180117         producers : 0.180117      innocent : 0.180117      
randlage             ==> remote : 0.0941599        rates : 0.0941599         offer : 0.0941599        
schluß              ==> would : 0.134737          finally : 0.134737        european : 0.134737      
gegebenenfalls       ==> may : 0.118201            then : 0.118201           them : 0.118201          
effizienter          ==> wonder : 0.116199         why : 0.116199            structural : 0.116199    
zu                   ==> to : 0.77957              of : 0.1093               this : 0.0850333         
intensivieren        ==> too : 0.14564             strengthening : 0.14564   intensifying : 0.14564   
ohne                 ==> without : 0.272449        be : 0.182653             indeed : 0.136225        
verfügen            ==> tech : 0.0969992          skills : 0.0969992        potential : 0.0969992    
auferlegt            ==> obligation : 0.292122     moral : 0.292122          this : 0.292122          
konzentration        ==> supply : 0.0855931        orientated : 0.0855931    exclusion : 0.0855931    
seitens              ==> states : 0.613718         member : 0.386282         it : 1.86223e-12         
einzigen             ==> the : 0.0844675           using : 0.0791903         sole : 0.0791903         
behindern            ==> which : 0.114975          track : 0.114975          illegal : 0.114975       
großen              ==> is : 0.356986             very : 0.199668           also : 0.147782          
europäischer        ==> own : 0.176924            european : 0.176924       intervention : 0.176924  
hinaus               ==> very : 0.104423           pointed : 0.0907024       out : 0.0907024          
verlängerung        ==> renew : 0.361351          embargo : 0.361351        to : 0.277297            
großer              ==> wording : 0.129895        shall : 0.129895          pay : 0.129895           
einige               ==> make : 0.205686           few : 0.205686            comments : 0.205686      
indem                ==> where : 0.0909091         voting : 0.0909091        they : 0.0909091         
dagegen              ==> one : 0.190891            then : 0.0954453          usual : 0.0954453        
einziges             ==> no : 0.445161             has : 0.353896            been : 0.200943          
sicherheit           ==> safety : 0.637695         would : 0.182342          say : 0.179963           
ausdruck             ==> that : 0.308121           priority : 0.105883       objective : 0.105883     
testfall             ==> whether : 0.0939531       two : 0.0939531           there : 0.0939531        
denke                ==> regulation : 0.144967     raise : 0.144967          minimis : 0.144967       
inhaltlichen         ==> form : 0.578136           to : 0.188351             the : 0.155376           
jede                 ==> you : 0.114507            number : 0.114507         know : 0.114507          
verbraucher          ==> this : 0.209679           good : 0.209679           consumer : 0.209679      
dort                 ==> represented : 0.327962    on : 0.327962             occasion : 0.327962      
entwicklung          ==> development : 0.556676    to : 0.312937             and : 0.130387           
abgeben              ==> unable : 0.152164         have : 0.152164           electronically : 0.152164
rechtzeitig          ==> time : 0.132494           stated : 0.132494         rightly : 0.132494       
qualifikationen      ==> tech : 0.0969992          skills : 0.0969992        potential : 0.0969992    
anhänge             ==> particular : 0.1          in : 0.1                  cannot : 0.1             
legitimität         ==> wogau : 0.0932949         von : 0.0932949           supervision : 0.0932949  
menschen             ==> people : 0.679359         so : 0.320641             there : 2.42895e-168     
lange                ==> votes : 0.0936019         time : 0.0936019          think : 0.0936019        
bringen              ==> but : 0.177415            priority : 0.177415       objective : 0.177415     
drei                 ==> workers : 0.085709        time : 0.085709           three : 0.085709         
vertreten            ==> in : 0.208969             your : 0.198285           alone : 0.198285         
nicht                ==> not : 1                   do : 3.23447e-149         to : 1.39671e-208        
vorher               ==> warning : 0.100174        state : 0.100174          regard : 0.100174        
euro                 ==> up : 0.0991716            special : 0.0991716       provision : 0.0991716    
ausgezeichneten      ==> excellent : 0.333557      congratulate : 0.333433   on : 0.33301             
herr                 ==> mr : 0.902397             you : 0.0976029           be : 3.08161e-258        
sind                 ==> are : 0.508337            is : 0.299244             to : 0.192418            
anschließend        ==> yet : 0.0999193           subsequently : 0.0999193  lament : 0.0999193       
dezember             ==> up : 0.10612              pertaining : 0.10612      on : 0.10612             
effektiver           ==> standards : 0.127277      raises : 0.127277         pushes : 0.127277        
wiedergegeben        ==> may : 0.118201            then : 0.118201           them : 0.118201          
präsidentin         ==> president : 0.559507      madam : 0.428863          a : 0.0116294            
rednern              ==> speakers : 0.165179       repeat : 0.165179         koch : 0.165179          
unterbreiteten       ==> which : 0.1746            proposed : 0.1746         four : 0.1746            
sender               ==> well : 0.0990094          we : 0.0990094            once : 0.0990094         
verankerung          ==> be : 0.202835             well : 0.109303           to : 0.109303            
mischen              ==> cargo : 0.196763          which : 0.0983816         these : 0.0983816        
jahre                ==> were : 0.0857611          total : 0.0857611         these : 0.0857611        
37                   ==> reunion : 0.213381        rate : 0.213381           is : 0.213381            
egks                 ==> treaty : 0.142857         shortly : 0.142857        is : 0.142857            
ersten               ==> first : 0.668029          taken : 0.0516302         satisfactorily : 0.0516302
schulungen           ==> training : 0.111111       thus : 0.111111           save : 0.111111          
fragen               ==> questions : 0.128209      answered : 0.128209       which : 0.128209         
möglich             ==> there : 0.324811          room : 0.324811           for : 0.324811           
transportbehälter   ==> these : 0.110087          tankers : 0.110087        resistance : 0.110087    
natürlich           ==> s : 0.13228               for : 0.13228             explanations : 0.13228   
senden               ==> wish : 0.162821           vast : 0.162821           so : 0.162821            
zentrale             ==> role : 0.142857           our : 0.142857            on : 0.142857            
folgenden            ==> next : 0.208233           joint : 0.208233          following : 0.208233     
abgebaut             ==> than : 0.142857           reluctantly : 0.142857    phased : 0.142857        
nachhaltigen         ==> of : 0.220611             towards : 0.110306        sustainable : 0.110306   
ratsverordnung       ==> regulation : 0.12019      observed : 0.12019        governments : 0.12019    
tat                  ==> put : 0.186646            practice : 0.186646       into : 0.186646          
wie                  ==> as : 0.779334             is : 0.220666             the : 6.25641e-103       
gefahrgut            ==> these : 0.110087          tankers : 0.110087        resistance : 0.110087    
unternehmungsgeist   ==> of : 0.0924812            towards : 0.0907519       spirit : 0.0907519       
namen                ==> wishes : 0.101848         who : 0.101848            there : 0.101848         
grunde               ==> nuisance : 0.273938       essentially : 0.273938    doing : 0.273938         
herausfinden         ==> tech : 0.0969992          skills : 0.0969992        potential : 0.0969992    
reichen              ==> when : 0.125686           services : 0.125686       public : 0.125686        
lynne                ==> lynne : 0.132052          actually : 0.132052       done : 0.132052          
arbeitslosenrate     ==> reunion : 0.213381        rate : 0.213381           is : 0.213381            
gelungen             ==> succeeded : 0.328348      reactions : 0.114267      has : 0.114267           
eingehen             ==> proposals : 0.148789      made : 0.148789           let : 0.148789           
wir                  ==> we : 1                    this : 1.0962e-150        the : 1.29454e-172       
teure                ==> very : 0.31052            costly : 0.229827         great : 0.229827         
staatlichen          ==> serious : 0.178572        public : 0.178572         mistake : 0.178572       
reagieren            ==> where : 0.0909091         voting : 0.0909091        they : 0.0909091         
modernisierung       ==> modernisation : 0.653918  competition : 0.145642    policy : 0.140661        
markt                ==> market : 0.700551         in : 0.299449             the : 2.81571e-115       
entschlossenem       ==> that : 0.139614           strategically : 0.139614  must : 0.139614          
gestimmt             ==> my : 0.516302             in : 0.451092             vote : 0.016305          
personen             ==> those : 0.121714          stringent : 0.121714      should : 0.121714        
wurtz                ==> wurtz : 0.208621          speaking : 0.208621       shall : 0.208621         
berichte             ==> reports : 0.91624         debate : 0.0837604        next : 9.53933e-137      
große               ==> is : 0.724534             to : 0.275466             s : 1.1616e-121          
negative             ==> one : 0.223072            those : 0.111536          summarise : 0.111536     
staaten              ==> you : 0.111111            up : 0.111111             total : 0.111111         
vollzugsdefizit      ==> yet : 0.0999193           subsequently : 0.0999193  lament : 0.0999193       
beglückwünschen    ==> her : 0.262619            too : 0.262619            would : 0.262619         
staatlicher          ==> under : 0.2029            supervise : 0.2029        obliged : 0.2029         
konnte               ==> unable : 0.152164         have : 0.152164           electronically : 0.152164
einigen              ==> was : 0.0962591           recall : 0.0962591        outcome : 0.0962591      
daß                 ==> that : 0.763395           to : 0.236605             i : 8.16112e-76          
erheben              ==> then : 0.333333           rise : 0.333333           for : 0.333333           
zitiert              ==> text : 0.166667           quoted : 0.166667         quotation : 0.166667     
Änderungsanträgen  ==> nos : 0.125               deserve : 0.125           amendments : 0.125       
wettbewerbsfähigkeit ==> so : 0.158694             regional : 0.158694       priority : 0.158694      
sondern              ==> something : 0.105164      not : 0.105164            by : 0.105164            
abend                ==> on : 0.0808               withdrawn : 0.0766        was : 0.0766             
sorgfalt             ==> wording : 0.129895        shall : 0.129895          pay : 0.129895           
parlamentsgebäude   ==> parliament : 0.174258     buildings : 0.174258      there : 0.0871288        
stellt               ==> in : 0.720367             of : 0.279633             optimum : 2.59457e-37    
wurden               ==> wonder : 0.116199         why : 0.116199            structural : 0.116199    
zwischen             ==> between : 1               the : 5.18226e-81         and : 1.25451e-88        
subventionen         ==> subsidies : 0.666078      and : 0.333922            when : 9.18555e-257      
eigeninitiative      ==> own : 0.176924            european : 0.176924       intervention : 0.176924  
stärker             ==> structural : 0.1509       more : 0.1509             link : 0.1509            
verteilen            ==> you : 0.111111            up : 0.111111             total : 0.111111         
unsere               ==> our : 0.937566            in : 0.0624339            this : 1.38335e-71       
europäische         ==> european : 1              purpose : 4.90163e-37     market : 4.90163e-37     
erforderlich         ==> necessary : 0.67591       to : 0.256304             were : 0.00746769        
veränderungen       ==> which : 0.107541          method : 0.107541         funds : 0.107541         
staatliche           ==> state : 0.820486          is : 0.111497             public : 0.0611266       
vorgeschlagen        ==> frost : 0.125             thus : 0.125              that : 0.125             
folgen               ==> do : 0.547622             result : 0.347455         is : 0.0481286           
sieben               ==> sitting : 0.165371        seven : 0.165371          retabled : 0.165371      
anhebung             ==> regulation : 0.144967     raise : 0.144967          minimis : 0.144967       
halte                ==> solution : 0.472557       seems : 0.472557          be : 0.0548867           
gestern              ==> on : 0.0808               withdrawn : 0.0766        was : 0.0766             
1997                 ==> growing : 0.259557        still : 0.129779          seen : 0.129779          
1996                 ==> up : 0.10612              pertaining : 0.10612      on : 0.10612             
müssen              ==> to : 0.811089             must : 0.188911           have : 1.31161e-50       
1998                 ==> 1998 : 0.338802           there : 0.338773          and : 0.322425           
der                  ==> the : 0.833163            of : 0.166837             to : 5.07989e-101        
des                  ==> the : 0.628856            of : 0.371144             to : 1.20611e-58         
trotz                ==> that : 0.0940001          stability : 0.0940001     should : 0.0940001       
gebeten              ==> speak : 0.215275          see : 0.215275            did : 0.215275           
detaillierten        ==> his : 0.235587            depth : 0.235587          compliments : 0.235587   
schaffung            ==> creation : 0.613598       to : 0.174756             of : 0.0303771           
einstimmig           ==> unanimously : 0.103838    tabled : 0.103838         relate : 0.103838        
wort                 ==> speak : 0.215275          see : 0.215275            did : 0.215275           
dem                  ==> the : 0.632787            to : 0.367213             in : 1.0855e-76          
den                  ==> the : 1                   to : 4.23523e-85          is : 4.97012e-133        
weiteren             ==> where : 0.0999193         sector : 0.0999193        let : 0.0999193          
geehrte              ==> year : 0.132034           new : 0.132034            millennium : 0.132034    
im                   ==> in : 0.611902             the : 0.387542            of : 0.000555873         
dritte               ==> third : 0.35217           mentioned : 0.310438      already : 0.310438       
leitlinien           ==> guidelines : 0.790197     of : 0.197445             the : 0.0123579          
beantworten          ==> questions : 0.128209      answered : 0.128209       which : 0.128209         
perspektive          ==> your : 0.104582           spring : 0.104582         seen : 0.104582          
notwendigkeit        ==> need : 0.136659           pointed : 0.136659        out : 0.136659           
ihre                 ==> their : 0.766854          with : 0.233146           in : 4.99088e-07         
mittwoch             ==> wednesday : 0.5           relating : 0.5            to : 7.64323e-101        
verhängt            ==> that : 0.0940001          stability : 0.0940001     should : 0.0940001       
richtlinie           ==> directive : 0.791963      this : 0.208037           to : 4.86326e-18         
wieder               ==> once : 0.892634           are : 0.0301573           debating : 0.0301573     
ablehnung            ==> refuse : 0.255459         it : 0.255459             irresponsible : 0.255459 
noch                 ==> still : 0.722986          to : 0.0982432            the : 0.0874447          
gegen                ==> this : 0.735507           against : 0.264493        to : 4.02738e-133        
aufmerksamkeit       ==> relation : 0.234917       points : 0.234917         deal : 0.234917          
high                 ==> tech : 0.0969992          skills : 0.0969992        potential : 0.0969992    
geben                ==> give : 0.958463           opportunity : 0.0191121   must : 0.0115781         
bürokratie          ==> will : 0.0769231          tape : 0.0769231          red : 0.0769231          
wirklich             ==> right : 0.132052          been : 0.132052           mrs : 0.132052           
aufweist             ==> remote : 0.0941599        rates : 0.0941599         offer : 0.0941599        
auffassung           ==> consider : 0.120017       be : 0.120017             all : 0.120017           
barón               ==> unable : 0.153242         thursday : 0.153242       crespo : 0.153242        
mitglieder           ==> members : 1               very : 5.44252e-92        process : 5.44252e-92    
crespo               ==> unable : 0.153242         thursday : 0.153242       crespo : 0.153242        
anzubieten           ==> training : 0.111111       thus : 0.111111           save : 0.111111          
anderer              ==> of : 0.867034             others : 0.0282609        opinion : 0.0282609      
fonds                ==> small : 0.0890136         sized : 0.0890136         part : 0.0890136         
bedeutung            ==> sphere : 0.111931         re : 0.111931             put : 0.111931           
gemeinden            ==> some : 0.125              province : 0.125          municipalities : 0.125   
mehr                 ==> to : 0.928862             more : 0.0711382          with : 8.22605e-16       
anwesend             ==> unable : 0.153242         thursday : 0.153242       crespo : 0.153242        
behörden            ==> be : 0.202835             well : 0.109303           to : 0.109303            
dienstag             ==> tuesday : 0.166667        relating : 0.166667       proposed : 0.166667      
gute                 ==> this : 0.310375           well : 0.115982           think : 0.115982         
geschäftsordnung    ==> point : 0.341086          order : 0.341086          a : 0.317828             
zweite               ==> second : 0.581389         standards : 0.139537      concerns : 0.139537      
anforderungen        ==> those : 0.121714          stringent : 0.121714      should : 0.121714        
waren                ==> were : 0.544158           of : 0.455842             the : 5.807e-60          
danken               ==> would : 0.23865           advertising : 0.23865     thank : 0.187385         
privilegiert         ==> term : 0.176278           short : 0.176278          profits : 0.176278       
regeln               ==> rules : 0.780466          to : 0.0976729            pass : 0.0152327         
anderen              ==> the : 0.212541            others : 0.212541         opinion : 0.212541       
wettbewerbsvorteile  ==> the : 0.146581            period : 0.146581         interim : 0.146581       
allerdings           ==> seem : 0.249659           however : 0.249659        feasible : 0.249659      
militärputsches     ==> in : 0.231961             risk : 0.1395             military : 0.1395        
lesung               ==> taken : 0.155526          satisfactorily : 0.155526 reading : 0.155526       
regional             ==> regional : 0.101073       reason : 0.101073         reaching : 0.101073      
143                  ==> your : 0.11386            rule : 0.11386            inadmissibility : 0.11386
deutlich             ==> clear : 0.535833          think : 0.324224          be : 0.139943            
betreffend           ==> market : 0.134703         way : 0.134703            single : 0.134703        
angebotsorientierte  ==> supply : 0.0855931        orientated : 0.0855931    exclusion : 0.0855931    
gedeckt              ==> way : 0.123964            strict : 0.123964         enforce : 0.123964       
sowie                ==> which : 0.114975          track : 0.114975          illegal : 0.114975       
verbesserung         ==> not : 0.111151            itself : 0.111151         improve : 0.111151       
ging                 ==> has : 0.2                 that : 0.1                results : 0.1            
frau                 ==> president : 0.559507      madam : 0.428863          a : 0.0116294            
mittelauszahlung     ==> which : 0.107541          method : 0.107541         funds : 0.107541         
hingegen             ==> simple : 0.1              other : 0.1               on : 0.1                 
bislang              ==> workers : 0.109586        rights : 0.109586         on : 0.109586            
gehört              ==> time : 0.132494           stated : 0.132494         rightly : 0.132494       
dürfen              ==> must : 0.824332           same : 0.0227998          ourselves : 0.0227998    
halten               ==> pass : 0.125              ourselves : 0.125         do : 0.125               
mal                  ==> time : 0.857682           no : 0.0632686            has : 0.0502976          
ausgegangen          ==> was : 0.0962591           recall : 0.0962591        outcome : 0.0962591      
man                  ==> someone : 0.111111        represent : 0.111111      happens : 0.111111       
abgabenpolitik       ==> taxation : 0.089385       successful : 0.089385     structural : 0.089385    
angesichts           ==> today : 0.155315          s : 0.155315              decision : 0.155315      
kein                 ==> not : 0.111151            itself : 0.111151         improve : 0.111151       
eher                 ==> seems : 0.195735          like : 0.195735           more : 0.195735          
ändern              ==> reflect : 0.118201        necessary : 0.118201      correct : 0.118201       
gefahrguttransport   ==> transport : 0.333333      dangerous : 0.333333      goods : 0.333333         
länder              ==> countries : 0.831922      and : 0.168078            would : 1.95357e-14      
unternommen          ==> staircases : 0.161409     since : 0.161409          not : 0.161409           
osteuropäischen     ==> finally : 0.134737        european : 0.134737       eastern : 0.134737       
verteidigt           ==> upheld : 0.24546          principles : 0.24546      always : 0.24546         
vorliegende          ==> sphere : 0.111931         re : 0.111931             put : 0.111931           
so                   ==> the : 0.684086            is : 0.315914             of : 3.12531e-73         
erwähnt             ==> my : 0.570265             has : 0.254343            already : 0.0702651      
bestimmte            ==> may : 0.15625             their : 0.15625           rules : 0.15625          
mittel               ==> of : 0.495777             to : 0.33584              would : 0.0226875        
unzulässigkeit      ==> your : 0.11386            rule : 0.11386            inadmissibility : 0.11386
führen              ==> s : 0.116558              making : 0.116558         difficult : 0.116558     
akzeptanz            ==> without : 0.272449        be : 0.182653             indeed : 0.136225        
vertraut             ==> regulation : 0.192993     suggest : 0.192993        reads : 0.192993         
insofern             ==> sense : 0.161413          sound : 0.161413          forms : 0.161413         
denken               ==> them : 0.165118           there : 0.165118          support : 0.165118       
herauszunehmen       ==> wing : 0.113562           slim : 0.113562           right : 0.113562         
ausmaße             ==> remote : 0.0941599        rates : 0.0941599         offer : 0.0941599        
fälle               ==> were : 0.0857611          total : 0.0857611         these : 0.0857611        
analysieren          ==> provided : 0.166667       data : 0.166667           collate : 0.166667       
aufweichung          ==> watering : 0.1            underlying : 0.1          there : 0.1              
mehrheit             ==> majority : 0.80123        a : 0.19877               vast : 1.25195e-215      
immer                ==> always : 0.604571         to : 0.222983             it : 0.153511            
einfach              ==> which : 0.128209          there : 0.128209          must : 0.128209          
angepaßt            ==> particular : 0.1          in : 0.1                  cannot : 0.1             
gebäude             ==> were : 0.10927            test : 0.10927            quality : 0.10927        
woran                ==> wonder : 0.116199         why : 0.116199            structural : 0.116199    
europa               ==> europe : 0.781212         want : 0.218788           competition : 4.27551e-33
verantwortung        ==> their : 0.194054          responsibility : 0.194054 mind : 0.194054          
unternehmertums      ==> solution : 0.142857       see : 0.142857            lies : 0.142857          
insgesamt            ==> were : 0.0857611          total : 0.0857611         these : 0.0857611        
starken              ==> be : 0.202835             well : 0.109303           to : 0.109303            
ebene                ==> intervention : 0.176924   initiative : 0.176924     destroyed : 0.176924     
25                   ==> was : 0.269075            8 : 0.269075              25 : 0.269075            
alle                 ==> all : 0.866248            a : 0.133752              to : 1.04803e-106        
verhinderung         ==> when : 0.0921551          preventing : 0.0921551    law : 0.0921551          
20                   ==> was : 0.219297            8 : 0.219297              25 : 0.219297            
unternehmer          ==> small : 0.0890136         sized : 0.0890136         part : 0.0890136         
kompliment           ==> his : 0.235587            depth : 0.235587          compliments : 0.235587   
beklagen             ==> yet : 0.0999193           subsequently : 0.0999193  lament : 0.0999193       
vorgesehenen         ==> important : 0.140516      done : 0.140516           what : 0.140516          
tragen               ==> well : 0.0990094          we : 0.0990094            once : 0.0990094         
meinung              ==> the : 0.212541            others : 0.212541         opinion : 0.212541       
unrechtmäßigen     ==> which : 0.114975          track : 0.114975          illegal : 0.114975       
ihr                  ==> true : 0.600453           only : 0.399547           date : 2.15072e-112      
präsident           ==> president : 0.987996      mr : 0.0120037            you : 4.4191e-53         
entscheidet          ==> may : 0.15625             their : 0.15625           rules : 0.15625          
erlaubt              ==> permitted : 0.24436       exemptions : 0.24436      defined : 0.24436        
ihn                  ==> it : 0.999517             and : 0.000483335         report : 2.97905e-10     
gegenüber           ==> of : 0.0924812            towards : 0.0907519       spirit : 0.0907519       
wales                ==> wales : 1                 growing : 6.45218e-114    still : 3.22609e-114     
kompetenzverteilung  ==> wish : 0.163422           question : 0.163422       into : 0.163422          
gerechte             ==> what : 0.370111           fair : 0.370111           is : 0.259778            
morgen               ==> take : 0.520389           will : 0.290492           tomorrow : 0.189119      
vorhaben             ==> projects : 0.184413       matched : 0.184413        funding : 0.184413       
sie                  ==> you : 0.534617            to : 0.422587             would : 0.0427962        
staat                ==> in : 0.132277             has : 0.132277            step : 0.132277          
beim                 ==> wording : 0.129895        shall : 0.129895          pay : 0.129895           
widerstrebend        ==> than : 0.142857           reluctantly : 0.142857    phased : 0.142857        
cen                  ==> s : 0.116558              making : 0.116558         difficult : 0.116558     
doch                 ==> the : 0.611686            they : 0.235635           this : 0.141597          
transparenz          ==> transparency : 0.659569   there : 0.17267           be : 0.167761            
uhr                  ==> p : 0.356175              m : 0.356175              at : 0.287649            
vorschriften         ==> their : 0.15625           rules : 0.15625           impose : 0.15625         
ersetzt              ==> structures : 0.20026      replaced : 0.20026        competitive : 0.20026    
das                  ==> the : 0.517391            this : 0.482609           of : 6.33551e-100        
darüber             ==> this : 0.52733            on : 0.0381917            without : 0.0362065      
ordnungsgemäße     ==> concerned : 0.161028      use : 0.161028            proper : 0.161028        
verantwortungsbereich ==> who : 0.0750616           which : 0.0750616         under : 0.0750616        
frühjahr            ==> your : 0.104582           spring : 0.104582         seen : 0.104582          
wenn                 ==> if : 0.597045             do : 0.402955             as : 1.20484e-32         
kluft                ==> widen : 0.142857          we : 0.142857             seen : 0.142857          
beizubehalten        ==> were : 0.110166           they : 0.110166           standards : 0.110166     
wunsch               ==> request : 0.214036        personal : 0.214036       met : 0.214036           
forderung            ==> call : 0.0938061          our : 0.0938061           supporting : 0.0938061   
